Dato,NyePositive_PCR,NyePositive_Antigen,AntalTest_PCR,AntalTest_Antigen,Dødsfald,Nyindlæggelser
2022-02-05,43861.142857142855,8870.142857142857,152887.2857142857,108478.14285714286,23.0,371.42857142857144
2022-02-06,45261.42857142857,9197.714285714286,154164.42857142858,106419.14285714286,24.857142857142858,381.2857142857143
2022-02-07,46024.57142857143,9345.0,153576.7142857143,102899.0,24.857142857142858,388.7142857142857
2022-02-08,46268.57142857143,9335.0,152449.2857142857,98355.14285714286,26.285714285714285,394.2857142857143
2022-02-09,46126.142857142855,9275.142857142857,150343.7142857143,96054.28571428571,28.857142857142858,393.42857142857144
2022-02-10,45175.142857142855,8919.285714285714,146265.0,91604.57142857143,30.571428571428573,399.57142857142856
2022-02-11,43432.42857142857,8386.714285714286,140418.14285714287,83624.0,30.285714285714285,404.0
2022-02-12,41489.42857142857,7756.285714285715,134387.42857142858,75614.28571428571,32.57142857142857,409.14285714285717
2022-02-13,39451.71428571428,7174.857142857143,127778.85714285714,68128.42857142857,34.42857142857143,411.14285714285717
2022-02-14,37869.28571428572,6710.571428571428,121410.71428571429,60924.57142857143,34.42857142857143,418.85714285714283
2022-02-15,36129.57142857143,6306.857142857143,115290.28571428571,54566.0,34.285714285714285,416.85714285714283
2022-02-16,35028.42857142857,6076.714285714285,111868.57142857143,51925.0,34.0,418.57142857142856
2022-02-17,34183.0,5774.714285714285,109519.14285714286,49043.0,32.857142857142854,417.2857142857143
2022-02-18,32461.14285714286,5430.428571428572,105836.14285714286,46266.28571428572,34.285714285714285,418.42857142857144
2022-02-19,30366.14285714286,5022.428571428572,100808.71428571429,43480.142857142855,35.42857142857143,412.2857142857143
2022-02-20,28553.0,4646.857142857143,96312.28571428571,41017.857142857145,35.714285714285715,403.0
2022-02-21,26623.14285714286,4304.857142857143,91149.14285714286,38620.0,36.57142857142857,392.42857142857144
2022-02-22,25170.714285714286,4044.0,86996.14285714286,36649.57142857143,38.0,386.85714285714283
2022-02-23,23584.85714285714,3808.0,82819.57142857143,34925.71428571428,39.0,378.2857142857143
2022-02-24,21749.0,3467.1428571428573,78107.85714285714,32490.14285714286,40.0,366.14285714285717
2022-02-25,20075.714285714286,3169.4285714285716,73200.0,29887.285714285714,40.0,356.0
2022-02-26,18774.428571428572,2944.4285714285716,69723.0,27710.428571428572,39.57142857142857,346.57142857142856
2022-02-27,17904.571428571428,2770.285714285714,66845.42857142857,25754.285714285714,39.57142857142857,333.57142857142856
2022-02-28,17213.0,2624.5714285714284,64079.42857142857,23865.428571428572,41.0,322.14285714285717
2022-03-01,16752.714285714286,2511.714285714286,61967.857142857145,22330.571428571428,42.285714285714285,321.85714285714283
2022-03-02,16336.142857142857,2423.5714285714284,60821.28571428572,21608.0,42.857142857142854,317.2857142857143
2022-03-03,15825.714285714286,2306.0,59445.71428571428,20825.0,43.0,313.14285714285717
2022-03-04,15126.0,1882.2857142857142,57699.57142857143,17232.428571428572,44.714285714285715,298.2857142857143
2022-03-05,14762.142857142857,1496.857142857143,57008.71428571428,14013.714285714286,45.142857142857146,290.0
2022-03-06,14301.57142857143,1125.7142857142858,56107.28571428572,10940.57142857143,45.857142857142854,287.57142857142856
2022-03-07,13758.857142857143,824.5714285714286,54806.28571428572,8170.714285714285,44.0,277.85714285714283
2022-03-08,12954.142857142857,543.7142857142857,52634.0,5423.0,41.714285714285715,263.0
2022-03-09,12290.714285714286,302.14285714285717,50783.42857142857,3277.5714285714284,41.42857142857143,260.57142857142856
2022-03-10,11521.857142857143,22.0,48538.0,780.5714285714286,39.714285714285715,253.0
2022-03-11,10589.0,21.0,45482.0,728.4285714285714,38.0,249.85714285714286
2022-03-12,9615.857142857143,19.428571428571427,42390.57142857143,698.7142857142857,37.42857142857143,244.57142857142858
2022-03-13,8758.42857142857,19.285714285714285,39444.71428571428,652.0,35.285714285714285,236.42857142857142
2022-03-14,8108.0,16.714285714285715,36710.0,620.8571428571429,35.42857142857143,233.28571428571428
2022-03-15,7861.857142857143,16.142857142857142,35474.28571428572,594.7142857142857,35.142857142857146,224.14285714285714
2022-03-16,7627.428571428572,16.0,34597.42857142857,577.7142857142857,32.142857142857146,219.85714285714286
2022-03-17,7287.142857142857,16.0,33467.142857142855,582.8571428571429,32.857142857142854,214.42857142857142
2022-03-18,6920.714285714285,16.142857142857142,32167.0,565.7142857142857,30.857142857142858,204.0
2022-03-19,6535.857142857143,17.142857142857142,30821.714285714286,552.8571428571429,29.0,196.42857142857142
2022-03-20,6200.285714285715,15.714285714285714,29500.85714285714,566.7142857142857,29.285714285714285,198.0
2022-03-21,5852.857142857143,15.714285714285714,27942.428571428572,560.2857142857143,28.571428571428573,188.57142857142858
2022-03-22,5593.857142857143,14.285714285714286,27010.428571428572,550.1428571428571,29.428571428571427,184.42857142857142
2022-03-23,5358.571428571428,14.714285714285714,26357.428571428572,559.0,29.714285714285715,176.14285714285714
2022-03-24,5056.428571428572,14.142857142857142,25496.14285714286,565.4285714285714,28.428571428571427,171.14285714285714
2022-03-25,4691.142857142857,11.714285714285714,24214.285714285714,559.1428571428571,27.714285714285715,165.85714285714286
2022-03-26,4378.285714285715,9.285714285714286,23117.0,584.0,27.0,160.0
2022-03-27,4087.1428571428573,8.714285714285714,22147.714285714286,567.5714285714286,25.428571428571427,148.0
2022-03-28,3804.8571428571427,8.142857142857142,21170.85714285714,587.0,24.857142857142858,146.14285714285714
2022-03-29,3570.0,8.0,20276.428571428572,603.8571428571429,22.714285714285715,143.14285714285714
2022-03-30,3427.5714285714284,7.428571428571429,19849.14285714286,612.1428571428571,20.857142857142858,141.14285714285714
2022-03-31,3266.4285714285716,8.142857142857142,19395.714285714286,620.4285714285714,19.571428571428573,139.71428571428572
2022-04-01,3045.285714285714,7.857142857142857,18456.85714285714,579.0,20.714285714285715,135.57142857142858
2022-04-02,2904.5714285714284,7.285714285714286,17876.0,581.1428571428571,19.571428571428573,133.14285714285714
2022-04-03,2762.0,6.571428571428571,17465.285714285714,645.4285714285714,19.857142857142858,130.85714285714286
2022-04-04,2714.8571428571427,7.571428571428571,17140.428571428572,695.1428571428571,19.857142857142858,127.0
2022-04-05,2661.714285714286,7.285714285714286,17037.285714285714,749.1428571428571,19.571428571428573,123.42857142857143
2022-04-06,2618.8571428571427,8.285714285714286,16893.428571428572,806.0,20.571428571428573,123.28571428571429
2022-04-07,2551.1428571428573,8.714285714285714,16571.571428571428,816.1428571428571,20.428571428571427,120.85714285714286
2022-04-08,2429.714285714286,8.714285714285714,15839.714285714286,817.7142857142857,19.0,116.14285714285714
2022-04-09,2311.0,8.857142857142858,15198.714285714286,797.0,18.571428571428573,111.28571428571429
2022-04-10,2229.5714285714284,8.428571428571429,14496.857142857143,719.5714285714286,17.571428571428573,108.28571428571429
2022-04-11,2043.4285714285713,8.142857142857142,12816.57142857143,598.7142857142857,15.285714285714286,103.71428571428571
2022-04-12,1930.0,9.0,11766.142857142857,481.85714285714283,14.571428571428571,99.85714285714286
2022-04-13,1905.4285714285713,7.857142857142857,11430.714285714286,404.2857142857143,13.428571428571429,97.85714285714286
2022-04-14,1822.7142857142858,7.0,10962.42857142857,365.2857142857143,12.571428571428571,97.71428571428571
2022-04-15,1702.0,6.857142857142857,9963.57142857143,322.57142857142856,12.857142857142858,93.14285714285714
2022-04-16,1727.2857142857142,9.142857142857142,10258.0,330.2857142857143,12.571428571428571,92.42857142857143
2022-04-17,1691.857142857143,8.571428571428571,10151.285714285714,305.57142857142856,11.857142857142858,90.14285714285714
2022-04-18,1731.2857142857142,6.857142857142857,10880.857142857143,312.14285714285717,12.142857142857142,91.28571428571429
2022-04-19,1705.2857142857142,6.428571428571429,11247.57142857143,356.0,11.571428571428571,90.71428571428571
2022-04-20,1621.857142857143,6.428571428571429,11143.142857142857,364.2857142857143,12.0,86.85714285714286
2022-04-21,1586.857142857143,6.0,11181.857142857143,374.57142857142856,12.857142857142858,84.28571428571429
2022-04-22,1552.857142857143,5.428571428571429,11517.42857142857,391.2857142857143,12.142857142857142,84.28571428571429
2022-04-23,1371.0,2.857142857142857,10764.714285714286,364.57142857142856,12.0,82.28571428571429
2022-04-24,1248.5714285714287,3.2857142857142856,10410.0,371.7142857142857,12.428571428571429,76.71428571428571
2022-04-25,1148.5714285714287,4.142857142857143,9977.857142857143,367.0,11.857142857142858,72.57142857142857
2022-04-26,1089.7142857142858,3.4285714285714284,9742.857142857143,347.2857142857143,11.857142857142858,69.85714285714286
2022-04-27,1044.2857142857142,3.7142857142857144,9537.57142857143,358.2857142857143,11.714285714285714,69.0
2022-04-28,1010.4285714285714,4.0,9380.714285714286,370.57142857142856,11.142857142857142,65.57142857142857
2022-04-29,944.1428571428571,4.0,9047.285714285714,366.0,11.285714285714286,61.285714285714285
2022-04-30,909.5714285714286,4.142857142857143,8716.57142857143,361.7142857142857,12.0,57.714285714285715
2022-05-01,884.4285714285714,3.5714285714285716,8410.285714285714,359.2857142857143,11.857142857142858,57.0
2022-05-02,882.8571428571429,2.4285714285714284,8280.857142857143,353.2857142857143,11.714285714285714,54.714285714285715
2022-05-03,870.1428571428571,2.5714285714285716,8143.714285714285,353.2857142857143,10.857142857142858,54.285714285714285
