"Døde pr. dag (eksperimentel statistik) efter køn, tid og alder"

" "," ","I alt"
"I alt"
" ","2016M06D24",158
" ","2016M06D25",140
" ","2016M06D26",132
" ","2016M06D27",140
" ","2016M06D28",109
" ","2016M06D29",119
" ","2016M06D30",133
" ","2016M07D01",154
" ","2016M07D02",117
" ","2016M07D03",125
" ","2016M07D04",130
" ","2016M07D05",125
" ","2016M07D06",130
" ","2016M07D07",128
" ","2016M07D08",125
" ","2016M07D09",136
" ","2016M07D10",150
" ","2016M07D11",132
" ","2016M07D12",138
" ","2016M07D13",126
" ","2016M07D14",124
" ","2016M07D15",133
" ","2016M07D16",122
" ","2016M07D17",123
" ","2016M07D18",135
" ","2016M07D19",124
" ","2016M07D20",146
" ","2016M07D21",133
" ","2016M07D22",148
" ","2016M07D23",140
" ","2016M07D24",145
" ","2016M07D25",148
" ","2016M07D26",169
" ","2016M07D27",117
" ","2016M07D28",135
" ","2016M07D29",159
" ","2016M07D30",129
" ","2016M07D31",105
" ","2016M08D01",123
" ","2016M08D02",132
" ","2016M08D03",116
" ","2016M08D04",139
" ","2016M08D05",131
" ","2016M08D06",144
" ","2016M08D07",117
" ","2016M08D08",158
" ","2016M08D09",113
" ","2016M08D10",141
" ","2016M08D11",122
" ","2016M08D12",150
" ","2016M08D13",129
" ","2016M08D14",143
" ","2016M08D15",141
" ","2016M08D16",115
" ","2016M08D17",131
" ","2016M08D18",121
" ","2016M08D19",133
" ","2016M08D20",146
" ","2016M08D21",127
" ","2016M08D22",133
" ","2016M08D23",131
" ","2016M08D24",142
" ","2016M08D25",157
" ","2016M08D26",148
" ","2016M08D27",127
" ","2016M08D28",133
" ","2016M08D29",136
" ","2016M08D30",137
" ","2016M08D31",123
" ","2016M09D01",131
" ","2016M09D02",134
" ","2016M09D03",125
" ","2016M09D04",136
" ","2016M09D05",137
" ","2016M09D06",135
" ","2016M09D07",144
" ","2016M09D08",140
" ","2016M09D09",125
" ","2016M09D10",161
" ","2016M09D11",113
" ","2016M09D12",112
" ","2016M09D13",137
" ","2016M09D14",131
" ","2016M09D15",153
" ","2016M09D16",131
" ","2016M09D17",131
" ","2016M09D18",137
" ","2016M09D19",132
" ","2016M09D20",136
" ","2016M09D21",114
" ","2016M09D22",151
" ","2016M09D23",128
" ","2016M09D24",129
" ","2016M09D25",114
" ","2016M09D26",128
" ","2016M09D27",154
" ","2016M09D28",142
" ","2016M09D29",138
" ","2016M09D30",150
" ","2016M10D01",152
" ","2016M10D02",119
" ","2016M10D03",122
" ","2016M10D04",103
" ","2016M10D05",134
" ","2016M10D06",123
" ","2016M10D07",136
" ","2016M10D08",139
" ","2016M10D09",153
" ","2016M10D10",143
" ","2016M10D11",149
" ","2016M10D12",141
" ","2016M10D13",169
" ","2016M10D14",140
" ","2016M10D15",140
" ","2016M10D16",140
" ","2016M10D17",165
" ","2016M10D18",142
" ","2016M10D19",149
" ","2016M10D20",148
" ","2016M10D21",152
" ","2016M10D22",139
" ","2016M10D23",145
" ","2016M10D24",127
" ","2016M10D25",141
" ","2016M10D26",155
" ","2016M10D27",144
" ","2016M10D28",132
" ","2016M10D29",139
" ","2016M10D30",151
" ","2016M10D31",155
" ","2016M11D01",147
" ","2016M11D02",143
" ","2016M11D03",143
" ","2016M11D04",136
" ","2016M11D05",147
" ","2016M11D06",132
" ","2016M11D07",167
" ","2016M11D08",138
" ","2016M11D09",133
" ","2016M11D10",152
" ","2016M11D11",124
" ","2016M11D12",163
" ","2016M11D13",140
" ","2016M11D14",140
" ","2016M11D15",160
" ","2016M11D16",149
" ","2016M11D17",145
" ","2016M11D18",155
" ","2016M11D19",150
" ","2016M11D20",146
" ","2016M11D21",181
" ","2016M11D22",148
" ","2016M11D23",154
" ","2016M11D24",140
" ","2016M11D25",147
" ","2016M11D26",143
" ","2016M11D27",133
" ","2016M11D28",154
" ","2016M11D29",140
" ","2016M11D30",157
" ","2016M12D01",156
" ","2016M12D02",144
" ","2016M12D03",132
" ","2016M12D04",127
" ","2016M12D05",137
" ","2016M12D06",147
" ","2016M12D07",154
" ","2016M12D08",130
" ","2016M12D09",164
" ","2016M12D10",143
" ","2016M12D11",168
" ","2016M12D12",172
" ","2016M12D13",168
" ","2016M12D14",141
" ","2016M12D15",159
" ","2016M12D16",144
" ","2016M12D17",135
" ","2016M12D18",148
" ","2016M12D19",142
" ","2016M12D20",153
" ","2016M12D21",150
" ","2016M12D22",132
" ","2016M12D23",158
" ","2016M12D24",168
" ","2016M12D25",157
" ","2016M12D26",164
" ","2016M12D27",151
" ","2016M12D28",173
" ","2016M12D29",165
" ","2016M12D30",165
" ","2016M12D31",173
" ","2017M01D01",158
" ","2017M01D02",139
" ","2017M01D03",182
" ","2017M01D04",179
" ","2017M01D05",132
" ","2017M01D06",172
" ","2017M01D07",155
" ","2017M01D08",154
" ","2017M01D09",170
" ","2017M01D10",159
" ","2017M01D11",160
" ","2017M01D12",162
" ","2017M01D13",155
" ","2017M01D14",163
" ","2017M01D15",142
" ","2017M01D16",150
" ","2017M01D17",149
" ","2017M01D18",171
" ","2017M01D19",153
" ","2017M01D20",166
" ","2017M01D21",156
" ","2017M01D22",154
" ","2017M01D23",169
" ","2017M01D24",160
" ","2017M01D25",148
" ","2017M01D26",159
" ","2017M01D27",164
" ","2017M01D28",154
" ","2017M01D29",150
" ","2017M01D30",154
" ","2017M01D31",169
" ","2017M02D01",159
" ","2017M02D02",176
" ","2017M02D03",197
" ","2017M02D04",159
" ","2017M02D05",197
" ","2017M02D06",159
" ","2017M02D07",158
" ","2017M02D08",152
" ","2017M02D09",164
" ","2017M02D10",154
" ","2017M02D11",157
" ","2017M02D12",156
" ","2017M02D13",171
" ","2017M02D14",177
" ","2017M02D15",147
" ","2017M02D16",183
" ","2017M02D17",200
" ","2017M02D18",179
" ","2017M02D19",171
" ","2017M02D20",192
" ","2017M02D21",161
" ","2017M02D22",147
" ","2017M02D23",203
" ","2017M02D24",155
" ","2017M02D25",139
" ","2017M02D26",159
" ","2017M02D27",171
" ","2017M02D28",181
" ","2017M03D01",177
" ","2017M03D02",178
" ","2017M03D03",169
" ","2017M03D04",149
" ","2017M03D05",154
" ","2017M03D06",156
" ","2017M03D07",154
" ","2017M03D08",172
" ","2017M03D09",154
" ","2017M03D10",144
" ","2017M03D11",164
" ","2017M03D12",157
" ","2017M03D13",148
" ","2017M03D14",157
" ","2017M03D15",164
" ","2017M03D16",175
" ","2017M03D17",161
" ","2017M03D18",168
" ","2017M03D19",159
" ","2017M03D20",165
" ","2017M03D21",160
" ","2017M03D22",177
" ","2017M03D23",175
" ","2017M03D24",143
" ","2017M03D25",164
" ","2017M03D26",142
" ","2017M03D27",158
" ","2017M03D28",155
" ","2017M03D29",147
" ","2017M03D30",148
" ","2017M03D31",128
" ","2017M04D01",153
" ","2017M04D02",152
" ","2017M04D03",142
" ","2017M04D04",140
" ","2017M04D05",134
" ","2017M04D06",130
" ","2017M04D07",152
" ","2017M04D08",148
" ","2017M04D09",142
" ","2017M04D10",153
" ","2017M04D11",145
" ","2017M04D12",143
" ","2017M04D13",140
" ","2017M04D14",160
" ","2017M04D15",136
" ","2017M04D16",132
" ","2017M04D17",136
" ","2017M04D18",131
" ","2017M04D19",130
" ","2017M04D20",139
" ","2017M04D21",159
" ","2017M04D22",136
" ","2017M04D23",136
" ","2017M04D24",132
" ","2017M04D25",129
" ","2017M04D26",140
" ","2017M04D27",126
" ","2017M04D28",155
" ","2017M04D29",133
" ","2017M04D30",159
" ","2017M05D01",160
" ","2017M05D02",143
" ","2017M05D03",142
" ","2017M05D04",138
" ","2017M05D05",159
" ","2017M05D06",168
" ","2017M05D07",149
" ","2017M05D08",164
" ","2017M05D09",144
" ","2017M05D10",142
" ","2017M05D11",141
" ","2017M05D12",143
" ","2017M05D13",143
" ","2017M05D14",138
" ","2017M05D15",130
" ","2017M05D16",152
" ","2017M05D17",155
" ","2017M05D18",141
" ","2017M05D19",159
" ","2017M05D20",140
" ","2017M05D21",145
" ","2017M05D22",138
" ","2017M05D23",122
" ","2017M05D24",146
" ","2017M05D25",158
" ","2017M05D26",144
" ","2017M05D27",136
" ","2017M05D28",125
" ","2017M05D29",128
" ","2017M05D30",140
" ","2017M05D31",135
" ","2017M06D01",127
" ","2017M06D02",151
" ","2017M06D03",136
" ","2017M06D04",139
" ","2017M06D05",138
" ","2017M06D06",153
" ","2017M06D07",133
" ","2017M06D08",145
" ","2017M06D09",134
" ","2017M06D10",138
" ","2017M06D11",144
" ","2017M06D12",141
" ","2017M06D13",154
" ","2017M06D14",158
" ","2017M06D15",136
" ","2017M06D16",151
" ","2017M06D17",164
" ","2017M06D18",119
" ","2017M06D19",132
" ","2017M06D20",148
" ","2017M06D21",133
" ","2017M06D22",141
" ","2017M06D23",164
" ","2017M06D24",127
" ","2017M06D25",135
" ","2017M06D26",139
" ","2017M06D27",134
" ","2017M06D28",141
" ","2017M06D29",125
" ","2017M06D30",142
" ","2017M07D01",131
" ","2017M07D02",126
" ","2017M07D03",137
" ","2017M07D04",134
" ","2017M07D05",124
" ","2017M07D06",119
" ","2017M07D07",161
" ","2017M07D08",116
" ","2017M07D09",114
" ","2017M07D10",138
" ","2017M07D11",145
" ","2017M07D12",131
" ","2017M07D13",131
" ","2017M07D14",125
" ","2017M07D15",136
" ","2017M07D16",135
" ","2017M07D17",152
" ","2017M07D18",144
" ","2017M07D19",130
" ","2017M07D20",115
" ","2017M07D21",126
" ","2017M07D22",131
" ","2017M07D23",133
" ","2017M07D24",131
" ","2017M07D25",127
" ","2017M07D26",148
" ","2017M07D27",114
" ","2017M07D28",150
" ","2017M07D29",128
" ","2017M07D30",127
" ","2017M07D31",120
" ","2017M08D01",138
" ","2017M08D02",136
" ","2017M08D03",130
" ","2017M08D04",146
" ","2017M08D05",127
" ","2017M08D06",137
" ","2017M08D07",120
" ","2017M08D08",130
" ","2017M08D09",136
" ","2017M08D10",150
" ","2017M08D11",131
" ","2017M08D12",126
" ","2017M08D13",139
" ","2017M08D14",134
" ","2017M08D15",132
" ","2017M08D16",118
" ","2017M08D17",99
" ","2017M08D18",159
" ","2017M08D19",131
" ","2017M08D20",133
" ","2017M08D21",138
" ","2017M08D22",125
" ","2017M08D23",135
" ","2017M08D24",138
" ","2017M08D25",152
" ","2017M08D26",145
" ","2017M08D27",120
" ","2017M08D28",139
" ","2017M08D29",149
" ","2017M08D30",128
" ","2017M08D31",141
" ","2017M09D01",127
" ","2017M09D02",127
" ","2017M09D03",140
" ","2017M09D04",122
" ","2017M09D05",140
" ","2017M09D06",124
" ","2017M09D07",142
" ","2017M09D08",138
" ","2017M09D09",110
" ","2017M09D10",142
" ","2017M09D11",142
" ","2017M09D12",150
" ","2017M09D13",139
" ","2017M09D14",143
" ","2017M09D15",153
" ","2017M09D16",132
" ","2017M09D17",132
" ","2017M09D18",132
" ","2017M09D19",137
" ","2017M09D20",140
" ","2017M09D21",112
" ","2017M09D22",160
" ","2017M09D23",144
" ","2017M09D24",154
" ","2017M09D25",139
" ","2017M09D26",125
" ","2017M09D27",155
" ","2017M09D28",150
" ","2017M09D29",126
" ","2017M09D30",149
" ","2017M10D01",139
" ","2017M10D02",159
" ","2017M10D03",142
" ","2017M10D04",125
" ","2017M10D05",147
" ","2017M10D06",152
" ","2017M10D07",125
" ","2017M10D08",128
" ","2017M10D09",128
" ","2017M10D10",137
" ","2017M10D11",147
" ","2017M10D12",141
" ","2017M10D13",151
" ","2017M10D14",150
" ","2017M10D15",131
" ","2017M10D16",151
" ","2017M10D17",140
" ","2017M10D18",140
" ","2017M10D19",160
" ","2017M10D20",130
" ","2017M10D21",120
" ","2017M10D22",129
" ","2017M10D23",138
" ","2017M10D24",123
" ","2017M10D25",135
" ","2017M10D26",160
" ","2017M10D27",125
" ","2017M10D28",131
" ","2017M10D29",122
" ","2017M10D30",137
" ","2017M10D31",136
" ","2017M11D01",149
" ","2017M11D02",162
" ","2017M11D03",126
" ","2017M11D04",126
" ","2017M11D05",140
" ","2017M11D06",143
" ","2017M11D07",136
" ","2017M11D08",138
" ","2017M11D09",122
" ","2017M11D10",137
" ","2017M11D11",155
" ","2017M11D12",125
" ","2017M11D13",159
" ","2017M11D14",169
" ","2017M11D15",150
" ","2017M11D16",173
" ","2017M11D17",156
" ","2017M11D18",144
" ","2017M11D19",119
" ","2017M11D20",152
" ","2017M11D21",144
" ","2017M11D22",131
" ","2017M11D23",153
" ","2017M11D24",135
" ","2017M11D25",155
" ","2017M11D26",141
" ","2017M11D27",152
" ","2017M11D28",151
" ","2017M11D29",147
" ","2017M11D30",134
" ","2017M12D01",147
" ","2017M12D02",138
" ","2017M12D03",158
" ","2017M12D04",145
" ","2017M12D05",175
" ","2017M12D06",149
" ","2017M12D07",130
" ","2017M12D08",158
" ","2017M12D09",165
" ","2017M12D10",145
" ","2017M12D11",153
" ","2017M12D12",178
" ","2017M12D13",164
" ","2017M12D14",147
" ","2017M12D15",162
" ","2017M12D16",165
" ","2017M12D17",133
" ","2017M12D18",155
" ","2017M12D19",160
" ","2017M12D20",148
" ","2017M12D21",148
" ","2017M12D22",151
" ","2017M12D23",140
" ","2017M12D24",156
" ","2017M12D25",156
" ","2017M12D26",162
" ","2017M12D27",201
" ","2017M12D28",167
" ","2017M12D29",148
" ","2017M12D30",152
" ","2017M12D31",148
" ","2018M01D01",160
" ","2018M01D02",157
" ","2018M01D03",178
" ","2018M01D04",170
" ","2018M01D05",170
" ","2018M01D06",165
" ","2018M01D07",134
" ","2018M01D08",147
" ","2018M01D09",171
" ","2018M01D10",188
" ","2018M01D11",143
" ","2018M01D12",175
" ","2018M01D13",156
" ","2018M01D14",156
" ","2018M01D15",181
" ","2018M01D16",173
" ","2018M01D17",165
" ","2018M01D18",153
" ","2018M01D19",154
" ","2018M01D20",175
" ","2018M01D21",155
" ","2018M01D22",167
" ","2018M01D23",156
" ","2018M01D24",186
" ","2018M01D25",165
" ","2018M01D26",148
" ","2018M01D27",164
" ","2018M01D28",133
" ","2018M01D29",150
" ","2018M01D30",136
" ","2018M01D31",173
" ","2018M02D01",197
" ","2018M02D02",172
" ","2018M02D03",160
" ","2018M02D04",169
" ","2018M02D05",150
" ","2018M02D06",169
" ","2018M02D07",146
" ","2018M02D08",168
" ","2018M02D09",177
" ","2018M02D10",199
" ","2018M02D11",177
" ","2018M02D12",183
" ","2018M02D13",189
" ","2018M02D14",171
" ","2018M02D15",177
" ","2018M02D16",188
" ","2018M02D17",179
" ","2018M02D18",178
" ","2018M02D19",189
" ","2018M02D20",177
" ","2018M02D21",164
" ","2018M02D22",204
" ","2018M02D23",181
" ","2018M02D24",174
" ","2018M02D25",171
" ","2018M02D26",183
" ","2018M02D27",169
" ","2018M02D28",187
" ","2018M03D01",203
" ","2018M03D02",170
" ","2018M03D03",201
" ","2018M03D04",210
" ","2018M03D05",208
" ","2018M03D06",192
" ","2018M03D07",228
" ","2018M03D08",177
" ","2018M03D09",178
" ","2018M03D10",183
" ","2018M03D11",171
" ","2018M03D12",195
" ","2018M03D13",204
" ","2018M03D14",161
" ","2018M03D15",167
" ","2018M03D16",183
" ","2018M03D17",162
" ","2018M03D18",181
" ","2018M03D19",179
" ","2018M03D20",197
" ","2018M03D21",182
" ","2018M03D22",190
" ","2018M03D23",169
" ","2018M03D24",177
" ","2018M03D25",192
" ","2018M03D26",156
" ","2018M03D27",179
" ","2018M03D28",191
" ","2018M03D29",156
" ","2018M03D30",176
" ","2018M03D31",165
" ","2018M04D01",163
" ","2018M04D02",162
" ","2018M04D03",163
" ","2018M04D04",169
" ","2018M04D05",186
" ","2018M04D06",158
" ","2018M04D07",148
" ","2018M04D08",152
" ","2018M04D09",165
" ","2018M04D10",172
" ","2018M04D11",180
" ","2018M04D12",150
" ","2018M04D13",169
" ","2018M04D14",178
" ","2018M04D15",150
" ","2018M04D16",166
" ","2018M04D17",145
" ","2018M04D18",139
" ","2018M04D19",164
" ","2018M04D20",159
" ","2018M04D21",159
" ","2018M04D22",120
" ","2018M04D23",157
" ","2018M04D24",162
" ","2018M04D25",143
" ","2018M04D26",124
" ","2018M04D27",140
" ","2018M04D28",153
" ","2018M04D29",129
" ","2018M04D30",172
" ","2018M05D01",148
" ","2018M05D02",147
" ","2018M05D03",141
" ","2018M05D04",149
" ","2018M05D05",128
" ","2018M05D06",125
" ","2018M05D07",161
" ","2018M05D08",183
" ","2018M05D09",132
" ","2018M05D10",146
" ","2018M05D11",139
" ","2018M05D12",127
" ","2018M05D13",137
" ","2018M05D14",150
" ","2018M05D15",136
" ","2018M05D16",146
" ","2018M05D17",156
" ","2018M05D18",134
" ","2018M05D19",143
" ","2018M05D20",147
" ","2018M05D21",135
" ","2018M05D22",135
" ","2018M05D23",159
" ","2018M05D24",145
" ","2018M05D25",122
" ","2018M05D26",142
" ","2018M05D27",115
" ","2018M05D28",153
" ","2018M05D29",131
" ","2018M05D30",141
" ","2018M05D31",140
" ","2018M06D01",132
" ","2018M06D02",139
" ","2018M06D03",141
" ","2018M06D04",137
" ","2018M06D05",132
" ","2018M06D06",136
" ","2018M06D07",140
" ","2018M06D08",167
" ","2018M06D09",144
" ","2018M06D10",153
" ","2018M06D11",134
" ","2018M06D12",152
" ","2018M06D13",127
" ","2018M06D14",137
" ","2018M06D15",147
" ","2018M06D16",123
" ","2018M06D17",121
" ","2018M06D18",103
" ","2018M06D19",125
" ","2018M06D20",170
" ","2018M06D21",161
" ","2018M06D22",129
" ","2018M06D23",140
" ","2018M06D24",130
" ","2018M06D25",125
" ","2018M06D26",137
" ","2018M06D27",119
" ","2018M06D28",143
" ","2018M06D29",137
" ","2018M06D30",139
" ","2018M07D01",115
" ","2018M07D02",156
" ","2018M07D03",135
" ","2018M07D04",163
" ","2018M07D05",151
" ","2018M07D06",127
" ","2018M07D07",133
" ","2018M07D08",142
" ","2018M07D09",138
" ","2018M07D10",120
" ","2018M07D11",163
" ","2018M07D12",129
" ","2018M07D13",151
" ","2018M07D14",139
" ","2018M07D15",131
" ","2018M07D16",154
" ","2018M07D17",144
" ","2018M07D18",143
" ","2018M07D19",146
" ","2018M07D20",142
" ","2018M07D21",137
" ","2018M07D22",128
" ","2018M07D23",137
" ","2018M07D24",142
" ","2018M07D25",157
" ","2018M07D26",172
" ","2018M07D27",181
" ","2018M07D28",157
" ","2018M07D29",145
" ","2018M07D30",190
" ","2018M07D31",167
" ","2018M08D01",159
" ","2018M08D02",145
" ","2018M08D03",140
" ","2018M08D04",147
" ","2018M08D05",136
" ","2018M08D06",137
" ","2018M08D07",147
" ","2018M08D08",165
" ","2018M08D09",142
" ","2018M08D10",155
" ","2018M08D11",140
" ","2018M08D12",143
" ","2018M08D13",139
" ","2018M08D14",163
" ","2018M08D15",135
" ","2018M08D16",168
" ","2018M08D17",150
" ","2018M08D18",132
" ","2018M08D19",130
" ","2018M08D20",139
" ","2018M08D21",130
" ","2018M08D22",143
" ","2018M08D23",155
" ","2018M08D24",141
" ","2018M08D25",139
" ","2018M08D26",143
" ","2018M08D27",143
" ","2018M08D28",124
" ","2018M08D29",131
" ","2018M08D30",147
" ","2018M08D31",130
" ","2018M09D01",139
" ","2018M09D02",121
" ","2018M09D03",141
" ","2018M09D04",147
" ","2018M09D05",159
" ","2018M09D06",138
" ","2018M09D07",127
" ","2018M09D08",110
" ","2018M09D09",153
" ","2018M09D10",157
" ","2018M09D11",130
" ","2018M09D12",134
" ","2018M09D13",133
" ","2018M09D14",136
" ","2018M09D15",139
" ","2018M09D16",120
" ","2018M09D17",127
" ","2018M09D18",161
" ","2018M09D19",142
" ","2018M09D20",146
" ","2018M09D21",138
" ","2018M09D22",147
" ","2018M09D23",133
" ","2018M09D24",137
" ","2018M09D25",131
" ","2018M09D26",127
" ","2018M09D27",136
" ","2018M09D28",146
" ","2018M09D29",146
" ","2018M09D30",127
" ","2018M10D01",148
" ","2018M10D02",154
" ","2018M10D03",158
" ","2018M10D04",144
" ","2018M10D05",163
" ","2018M10D06",130
" ","2018M10D07",136
" ","2018M10D08",116
" ","2018M10D09",145
" ","2018M10D10",144
" ","2018M10D11",137
" ","2018M10D12",148
" ","2018M10D13",161
" ","2018M10D14",141
" ","2018M10D15",143
" ","2018M10D16",151
" ","2018M10D17",123
" ","2018M10D18",138
" ","2018M10D19",128
" ","2018M10D20",137
" ","2018M10D21",138
" ","2018M10D22",133
" ","2018M10D23",143
" ","2018M10D24",140
" ","2018M10D25",142
" ","2018M10D26",139
" ","2018M10D27",124
" ","2018M10D28",152
" ","2018M10D29",133
" ","2018M10D30",148
" ","2018M10D31",132
" ","2018M11D01",156
" ","2018M11D02",148
" ","2018M11D03",151
" ","2018M11D04",139
" ","2018M11D05",147
" ","2018M11D06",134
" ","2018M11D07",138
" ","2018M11D08",129
" ","2018M11D09",135
" ","2018M11D10",146
" ","2018M11D11",163
" ","2018M11D12",131
" ","2018M11D13",142
" ","2018M11D14",129
" ","2018M11D15",137
" ","2018M11D16",135
" ","2018M11D17",143
" ","2018M11D18",137
" ","2018M11D19",130
" ","2018M11D20",137
" ","2018M11D21",153
" ","2018M11D22",136
" ","2018M11D23",142
" ","2018M11D24",166
" ","2018M11D25",132
" ","2018M11D26",142
" ","2018M11D27",130
" ","2018M11D28",144
" ","2018M11D29",130
" ","2018M11D30",148
" ","2018M12D01",150
" ","2018M12D02",150
" ","2018M12D03",167
" ","2018M12D04",132
" ","2018M12D05",165
" ","2018M12D06",161
" ","2018M12D07",153
" ","2018M12D08",146
" ","2018M12D09",161
" ","2018M12D10",164
" ","2018M12D11",138
" ","2018M12D12",160
" ","2018M12D13",154
" ","2018M12D14",147
" ","2018M12D15",133
" ","2018M12D16",148
" ","2018M12D17",161
" ","2018M12D18",146
" ","2018M12D19",154
" ","2018M12D20",173
" ","2018M12D21",161
" ","2018M12D22",148
" ","2018M12D23",153
" ","2018M12D24",148
" ","2018M12D25",152
" ","2018M12D26",128
" ","2018M12D27",132
" ","2018M12D28",149
" ","2018M12D29",167
" ","2018M12D30",130
" ","2018M12D31",156
" ","2019M01D01",151
" ","2019M01D02",173
" ","2019M01D03",153
" ","2019M01D04",154
" ","2019M01D05",182
" ","2019M01D06",161
" ","2019M01D07",172
" ","2019M01D08",180
" ","2019M01D09",175
" ","2019M01D10",156
" ","2019M01D11",160
" ","2019M01D12",156
" ","2019M01D13",156
" ","2019M01D14",169
" ","2019M01D15",158
" ","2019M01D16",159
" ","2019M01D17",167
" ","2019M01D18",164
" ","2019M01D19",156
" ","2019M01D20",145
" ","2019M01D21",146
" ","2019M01D22",149
" ","2019M01D23",162
" ","2019M01D24",147
" ","2019M01D25",175
" ","2019M01D26",154
" ","2019M01D27",152
" ","2019M01D28",182
" ","2019M01D29",151
" ","2019M01D30",155
" ","2019M01D31",181
" ","2019M02D01",193
" ","2019M02D02",174
" ","2019M02D03",173
" ","2019M02D04",165
" ","2019M02D05",181
" ","2019M02D06",201
" ","2019M02D07",172
" ","2019M02D08",183
" ","2019M02D09",172
" ","2019M02D10",176
" ","2019M02D11",162
" ","2019M02D12",140
" ","2019M02D13",164
" ","2019M02D14",180
" ","2019M02D15",181
" ","2019M02D16",171
" ","2019M02D17",178
" ","2019M02D18",179
" ","2019M02D19",161
" ","2019M02D20",136
" ","2019M02D21",155
" ","2019M02D22",168
" ","2019M02D23",142
" ","2019M02D24",169
" ","2019M02D25",152
" ","2019M02D26",161
" ","2019M02D27",163
" ","2019M02D28",183
" ","2019M03D01",135
" ","2019M03D02",152
" ","2019M03D03",144
" ","2019M03D04",143
" ","2019M03D05",140
" ","2019M03D06",144
" ","2019M03D07",172
" ","2019M03D08",161
" ","2019M03D09",140
" ","2019M03D10",151
" ","2019M03D11",140
" ","2019M03D12",142
" ","2019M03D13",151
" ","2019M03D14",153
" ","2019M03D15",166
" ","2019M03D16",155
" ","2019M03D17",156
" ","2019M03D18",146
" ","2019M03D19",165
" ","2019M03D20",141
" ","2019M03D21",135
" ","2019M03D22",155
" ","2019M03D23",156
" ","2019M03D24",141
" ","2019M03D25",143
" ","2019M03D26",166
" ","2019M03D27",133
" ","2019M03D28",150
" ","2019M03D29",152
" ","2019M03D30",146
" ","2019M03D31",132
" ","2019M04D01",136
" ","2019M04D02",152
" ","2019M04D03",150
" ","2019M04D04",156
" ","2019M04D05",166
" ","2019M04D06",165
" ","2019M04D07",160
" ","2019M04D08",139
" ","2019M04D09",149
" ","2019M04D10",145
" ","2019M04D11",153
" ","2019M04D12",136
" ","2019M04D13",141
" ","2019M04D14",155
" ","2019M04D15",167
" ","2019M04D16",142
" ","2019M04D17",143
" ","2019M04D18",162
" ","2019M04D19",139
" ","2019M04D20",150
" ","2019M04D21",143
" ","2019M04D22",161
" ","2019M04D23",150
" ","2019M04D24",134
" ","2019M04D25",130
" ","2019M04D26",137
" ","2019M04D27",162
" ","2019M04D28",141
" ","2019M04D29",141
" ","2019M04D30",164
" ","2019M05D01",151
" ","2019M05D02",204
" ","2019M05D03",142
" ","2019M05D04",137
" ","2019M05D05",128
" ","2019M05D06",139
" ","2019M05D07",157
" ","2019M05D08",150
" ","2019M05D09",155
" ","2019M05D10",154
" ","2019M05D11",146
" ","2019M05D12",127
" ","2019M05D13",145
" ","2019M05D14",136
" ","2019M05D15",148
" ","2019M05D16",140
" ","2019M05D17",135
" ","2019M05D18",138
" ","2019M05D19",132
" ","2019M05D20",137
" ","2019M05D21",141
" ","2019M05D22",155
" ","2019M05D23",142
" ","2019M05D24",132
" ","2019M05D25",120
" ","2019M05D26",143
" ","2019M05D27",135
" ","2019M05D28",158
" ","2019M05D29",134
" ","2019M05D30",128
" ","2019M05D31",148
" ","2019M06D01",133
" ","2019M06D02",147
" ","2019M06D03",147
" ","2019M06D04",144
" ","2019M06D05",140
" ","2019M06D06",150
" ","2019M06D07",154
" ","2019M06D08",137
" ","2019M06D09",119
" ","2019M06D10",153
" ","2019M06D11",136
" ","2019M06D12",122
" ","2019M06D13",147
" ","2019M06D14",134
" ","2019M06D15",135
" ","2019M06D16",142
" ","2019M06D17",126
" ","2019M06D18",159
" ","2019M06D19",158
" ","2019M06D20",169
" ","2019M06D21",129
" ","2019M06D22",140
" ","2019M06D23",134
" ","2019M06D24",138
" ","2019M06D25",150
" ","2019M06D26",151
" ","2019M06D27",161
" ","2019M06D28",139
" ","2019M06D29",128
" ","2019M06D30",135
" ","2019M07D01",146
" ","2019M07D02",138
" ","2019M07D03",126
" ","2019M07D04",130
" ","2019M07D05",127
" ","2019M07D06",137
" ","2019M07D07",131
" ","2019M07D08",138
" ","2019M07D09",155
" ","2019M07D10",106
" ","2019M07D11",139
" ","2019M07D12",124
" ","2019M07D13",155
" ","2019M07D14",136
" ","2019M07D15",141
" ","2019M07D16",148
" ","2019M07D17",130
" ","2019M07D18",142
" ","2019M07D19",133
" ","2019M07D20",148
" ","2019M07D21",135
" ","2019M07D22",134
" ","2019M07D23",139
" ","2019M07D24",142
" ","2019M07D25",157
" ","2019M07D26",140
" ","2019M07D27",129
" ","2019M07D28",126
" ","2019M07D29",159
" ","2019M07D30",136
" ","2019M07D31",108
" ","2019M08D01",134
" ","2019M08D02",141
" ","2019M08D03",161
" ","2019M08D04",123
" ","2019M08D05",125
" ","2019M08D06",157
" ","2019M08D07",143
" ","2019M08D08",131
" ","2019M08D09",133
" ","2019M08D10",121
" ","2019M08D11",126
" ","2019M08D12",145
" ","2019M08D13",131
" ","2019M08D14",127
" ","2019M08D15",135
" ","2019M08D16",146
" ","2019M08D17",119
" ","2019M08D18",128
" ","2019M08D19",131
" ","2019M08D20",141
" ","2019M08D21",113
" ","2019M08D22",152
" ","2019M08D23",177
" ","2019M08D24",154
" ","2019M08D25",138
" ","2019M08D26",145
" ","2019M08D27",160
" ","2019M08D28",168
" ","2019M08D29",133
